assoc_files,phenocode,phenostring,category,num_cases,num_controls,num_samples
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_IBDIBS_COM.txt.gz,CCC_IBDIBS_COM,Bowel disorder,health,2371,22042,24413
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_MACDEG_COM.txt.gz,CCC_MACDEG_COM,Macular degeneration,health,1035,23329,24364
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_MGRN_COM.txt.gz,CCC_MGRN_COM,Migraine headaches,health,3191,21243,24434
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_MOOD_COM.txt.gz,CCC_MOOD_COM,Mood disorder,health,4208,20224,24432
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_OAHAND_COM.txt.gz,CCC_OAHAND_COM,Osteoarthritis in one or both hands,health,3164,21103,24267
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_OAHIP_COM.txt.gz,CCC_OAHIP_COM,Osteoarthritis in the hip,health,2048,22197,24245
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_OAKNEE_COM.txt.gz,CCC_OAKNEE_COM,Osteoarthritis in the knee,health,3689,20528,24217
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_OSTPO_COM.txt.gz,CCC_OSTPO_COM,Osteoporosis,health,2120,22185,24305
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_PVD_COM.txt.gz,CCC_PVD_COM,Peripheral vascular disease or poor circulation in limbs,health,1285,23096,24381
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_ULCR_COM.txt.gz,CCC_ULCR_COM,Intestinal or stomach ulcers,health,1813,22587,24400
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_URIINC_COM.txt.gz,CCC_URIINC_COM,Urinary incontinence,health,2043,22401,24444
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CCC_UTHYR_COM.txt.gz,CCC_UTHYR_COM,UNDER-active thyroid gland,health,3210,21002,24212
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR1_FRHC_COM.txt.gz,CR1_FRHC_COM,Flag for Receiving Formal Home Care Services (Last 12 Months),behaviour,1100,23392,24492
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR1_PRO_AC_COM.txt.gz,CR1_PRO_AC_COM,Received professional assistance with activities,health,746,23759,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR1_PRO_NONE_COM.txt.gz,CR1_PRO_NONE_COM,Did not require professional assistance,health,23392,1113,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_DEVC_BR_COM.txt.gz,CR2_DEVC_BR_COM,Used grab bars,health,1566,22939,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_DEVC_BT_COM.txt.gz,CR2_DEVC_BT_COM,Used bathroom aids,health,775,23730,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_DEVC_CN_COM.txt.gz,CR2_DEVC_CN_COM,Used a  cane or walking stick,health,1987,22518,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_DEVC_NONE_COM.txt.gz,CR2_DEVC_NONE_COM,Did not use any assistive devices,health,20030,4475,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_FAM_AC_COM.txt.gz,CR2_FAM_AC_COM,Received non-professional assistance with activities,health,1829,22676,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_FAM_ML_COM.txt.gz,CR2_FAM_ML_COM,Received non-professional assistance with meal preparation,health,1176,23329,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_FAM_NONE_COM.txt.gz,CR2_FAM_NONE_COM,Did not require non-professional assistance,health,21869,2636,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_FAM_TR_COM.txt.gz,CR2_FAM_TR_COM,Received non-professional assistance with transportation,health,1616,22889,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_CR2_FRHC_COM.txt.gz,CR2_FRHC_COM,Flag for Receiving Informal Home Care (Last 12 Months),behaviour,2626,21869,24495
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DEP_DPSFD_COM.txt.gz,DEP_DPSFD_COM,CES-D 10: Screen for depression result,health,3717,20709,24426
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DIA_DIAB_COM.txt.gz,DIA_DIAB_COM,"Diabetes, borderline diabetes or blood sugar is high",health,4191,20244,24435
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DIA_TYPE1_COM.txt.gz,DIA_TYPE1_COM,Type 1 diabetes,health,135,20244,20379
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DIA_TYPE2_COM.txt.gz,DIA_TYPE2_COM,Type 2 diabetes,health,2130,20244,22374
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DPR_CLINDEP_COM.txt.gz,DPR_CLINDEP_COM,Clinical depression,health,4046,20357,24403
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DSU_CAL_MCQ.txt.gz,DSU_CAL_MCQ,Took calcium supplements in past month,medications,6702,16807,23509
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DSU_IRON_MCQ.txt.gz,DSU_IRON_MCQ,Took iron supplements in past month,medications,1332,22164,23496
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DSU_MLTV_MCQ.txt.gz,DSU_MLTV_MCQ,Took multivitamin supplements in past month,medications,7689,15834,23523
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DSU_VITB12_MCQ.txt.gz,DSU_VITB12_MCQ,Took vitamin B12 supplements in past month,medications,4112,19367,23479
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DSU_VITC_MCQ.txt.gz,DSU_VITC_MCQ,Took Vitamin C supplements in past month,medications,5014,18485,23499
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_DSU_VITD_MCQ.txt.gz,DSU_VITD_MCQ,Took vitamin D supplements in past month,medications,11545,11960,23505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ED_HSGR_COM.txt.gz,ED_HSGR_COM,Education high school graduated,socio-economic,21864,2610,24474
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ED_OTED_COM.txt.gz,ED_OTED_COM,Education other degree,socio-economic,20790,3709,24499
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ENV_HMPRB_EP_MCQ.txt.gz,ENV_HMPRB_EP_MCQ,Current home has problems with electrical wiring or plumbing,socio-economic,837,22721,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ENV_HMPRB_INF_MCQ.txt.gz,ENV_HMPRB_INF_MCQ,Current home has problems with infestations,socio-economic,831,22727,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ENV_HMPRB_LEA_MCQ.txt.gz,ENV_HMPRB_LEA_MCQ,Current home has problems with leaking,socio-economic,1007,22551,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ENV_HMPRB_MAI_MCQ.txt.gz,ENV_HMPRB_MAI_MCQ,Current home has problems with maintenance or repairs,socio-economic,1277,22281,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ENV_HMPRB_NOI_MCQ.txt.gz,ENV_HMPRB_NOI_MCQ,Current home has problems with noise,socio-economic,1621,21937,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ENV_HMPRB_NONE_MCQ.txt.gz,ENV_HMPRB_NONE_MCQ,Current home has no problems,socio-economic,18747,4811,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_FAL_12MN_MCQ.txt.gz,FAL_12MN_MCQ,Falls in the last 12 months,health,2566,20980,23546
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_FAS_COMP_A_COM.txt.gz,FAS_COMP_A_COM,Completed reciting A words,behaviour,24357,80,24437
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_FAS_COMP_F_COM.txt.gz,FAS_COMP_F_COM,Completed reciting F words,behaviour,24390,47,24437
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_FAS_COMP_S_COM.txt.gz,FAS_COMP_S_COM,Completed reciting S words,behaviour,24324,113,24437
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HBP_TRT_COM.txt.gz,HBP_TRT_COM,Non-pharmacological treatments to lower high blood pressure,behaviour,6002,18368,24370
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_DEN_MCQ.txt.gz,HCU_DEN_MCQ,Contact with a dentist in past 12 months,health,19532,4010,23542
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_EMEREG_MCQ.txt.gz,HCU_EMEREG_MCQ,Seen in an Emergency Department in past 12 months,health,4454,19068,23522
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_FAMPHY_MCQ.txt.gz,HCU_FAMPHY_MCQ,"Contact with a general practitioner, family physician in past 12 months",health,21225,2301,23526
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_HLOVRNT_MCQ.txt.gz,HCU_HLOVRNT_MCQ,Patient in a hospital overnight  in past 12 months,health,1903,21645,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_OPTO_MCQ.txt.gz,HCU_OPTO_MCQ,Contact with a ophthalmologist or optometrist in past 12 months,health,13961,9546,23507
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_PHYSIO_MCQ.txt.gz,HCU_PHYSIO_MCQ,"Contact with a physiotherapist, occupational therapist, or chiropractor in past 12 months",health,8230,15297,23527
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_PSYCH_MCQ.txt.gz,HCU_PSYCH_MCQ,Contact with a psychologist in past 12 months,health,1167,22364,23531
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HCU_SPEC_MCQ.txt.gz,HCU_SPEC_MCQ,"Contact with a medical specialist (such as a cardiologist, gynaecologist, psychiatrist) in past 12 months",health,11768,11750,23518
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HRG_USE_AID_COM.txt.gz,HRG_USE_AID_COM,Uses Hearing aid,health,1296,23207,24503
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_HUP_FREE_MCQ.txt.gz,HUP_FREE_MCQ,Usually free of pain and discomfort,health,14946,8586,23532
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ICQ_FXCOLLR_COM.txt.gz,ICQ_FXCOLLR_COM,Broken or fractured collar bone,health,1298,23194,24492
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ICQ_FXNOSE_COM.txt.gz,ICQ_FXNOSE_COM,Broken or fractured nose,health,1158,23338,24496
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ICQ_SMOKE24H_COM.txt.gz,ICQ_SMOKE24H_COM,Smoked in the last 24 hours,behaviour,1997,22508,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_IHD_ANGIO_COM.txt.gz,IHD_ANGIO_COM,Angiogram,health,2148,20565,22713
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_IHD_CAB_COM.txt.gz,IHD_CAB_COM,Coronary artery bypass surgery,health,1453,22996,24449
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_BN_COM.txt.gz,INC_PSRCE_BN_COM,Personal benefits from Canada or Quebec pension plan,socio-economic,12336,12169,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_CP_COM.txt.gz,INC_PSRCE_CP_COM,Personal capital gains,socio-economic,2269,22236,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_GV_COM.txt.gz,INC_PSRCE_GV_COM,Personal RRSP/ RRIF,socio-economic,5388,19117,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_IN_COM.txt.gz,INC_PSRCE_IN_COM,Personal dividends and interest,socio-economic,7338,17167,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_OLD_COM.txt.gz,INC_PSRCE_OLD_COM,Personal old age security,socio-economic,9148,15357,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_PN_COM.txt.gz,INC_PSRCE_PN_COM,Personal job related pensions,socio-economic,9015,15490,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_SE_COM.txt.gz,INC_PSRCE_SE_COM,Personal income from self-employment,socio-economic,4037,20468,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_PSRCE_WG_COM.txt.gz,INC_PSRCE_WG_COM,Personal wages and salaries,socio-economic,10073,14432,24505
